,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label,name filter,google filter,filter prediction
2286,fentanol,fentanyl,fentanyl,True,True,,1,True,True,True,True
2287,venanyl,fentanyl,False,False,False,,-1,False,True,False,False
2288,ventalyl,fentanyl,False,False,False,,-1,False,True,False,False
2289,ventalyn,fentanyl,False,False,False,,-1,True,True,False,False
2290,ventofyn,fentanyl,False,False,False,,-1,False,True,False,False
2291,fenatyn,fentanyl,False,False,False,,-1,False,True,False,False
2292,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2293,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2294,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2295,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2296,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2297,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2298,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2299,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2300,fentyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
2301,fentynol,fentanyl,False,False,True,,1,True,True,True,True
2302,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2303,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2304,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
2305,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2306,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
2307,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
2308,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
2309,fendanyl,fentanyl,False,False,True,,1,True,True,True,True
2310,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2311,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2312,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
2313,fentaniol,fentanyl,False,False,False,,-1,True,True,False,False
2314,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
2315,fentan,fentanyl,albendazole,False,True,,1,True,True,True,True
2316,fentaen,fentanyl,False,False,False,,-1,False,True,False,False
2317,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
2318,fentin,fentanyl,False,False,True,,4,False,True,True,True
2319,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2320,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2321,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2322,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2323,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2324,n-phenyl-n-[1-(2-phenylethyl)-4-piperidinyl]-propanamide,fentanyl,False,False,True,,1,False,True,True,True
2325,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2326,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2327,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2328,fentacin,fentanyl,False,False,False,,-1,False,True,False,False
2329,fenta-lam,fentanyl,False,False,True,,1,False,True,True,True
2330,fentanest,fentanyl,False,False,True,,1,True,True,True,True
2331,fentacote,fentanyl,False,False,False,,-1,False,True,False,False
2332,fentaker,fentanyl,False,False,False,,-1,False,True,False,False
2333,fenantan,fentanyl,False,False,False,,-1,False,True,False,False
2334,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
2335,fentyn,fentanyl,False,False,True,,1,True,True,True,True
2336,ffentanyl,fentanyl,False,False,True,,1,True,True,True,True
2337,fent,fentanyl,False,False,True,,2,True,True,True,True
2338,fentaanyl,fentanyl,False,False,True,,1,True,True,True,True
2339,fentyyli,fentanyl,False,False,False,,-1,True,True,False,False
2340,fintanyl,fentanyl,False,False,True,,1,True,True,True,True
2341,ffentanyl,fentanyl,False,False,True,,1,True,True,True,True
2342,fentinol,fentanyl,fentanyl,True,True,,1,True,True,True,True
2343,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2344,ublimaze_,fentanyl,False,False,True,,1,True,True,True,True
2345,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2346,fenatine,fentanyl,False,False,False,,-1,False,True,False,False
2347,fentyne,fentanyl,False,False,False,,-1,False,True,False,False
2348,fenat_j3385,fentanyl,False,False,False,,-1,False,True,False,False
2349,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2351,fentatyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2352,fentatayne,fentanyl,False,False,False,,-1,False,True,False,False
2353,fentatylne,fentanyl,False,False,False,,-1,False,True,False,False
2354,fenttyl,fentanyl,False,False,True,,1,False,True,True,True
2355,fentyna,fentanyl,False,False,True,,1,False,True,True,True
2356,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2357,fenytal,fentanyl,albendazole,False,True,,1,True,True,True,True
2358,fentylin,fentanyl,False,False,True,,1,True,True,True,True
2359,fentin,fentanyl,False,False,True,,4,False,True,True,True
2360,fentynol,fentanyl,False,False,True,,1,True,True,True,True
2361,fentoli,fentanyl,False,False,False,,-1,False,True,False,False
2362,sky_blue,fentanyl,False,False,False,,-1,False,True,False,False
2363,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2364,subsurp,fentanyl,False,False,False,,-1,True,True,False,False
2365,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
2366,carefentanil,fentanyl,carfentanil,False,False,,-1,False,True,False,False
2367,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2368,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2369,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2370,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2371,talwin,fentanyl,pentazocine,False,False,,-1,False,True,False,False
2372,trodon,fentanyl,False,False,False,,-1,False,True,False,False
2373,zamadol,fentanyl,False,False,False,,-1,False,True,False,False
2374,fentynol,fentanyl,False,False,True,,1,True,True,True,True
2375,fentanylduion,fentanyl,False,False,False,,-1,False,True,False,False
2376,fentanyl_patches,fentanyl,False,True,True,,1,True,True,True,True
2377,fentanyl_pills,fentanyl,False,True,True,,1,True,True,True,True
2378,fentanyl_inhalers,fentanyl,False,True,True,,1,True,True,True,True
2379,fentanyl_injections,fentanyl,False,True,True,,1,True,True,True,True
2380,fentlane,fentanyl,False,False,False,,-1,False,True,False,False
2381,fentole,fentanyl,False,False,False,,-1,False,True,False,False
2382,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2383,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
2384,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2385,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
2386,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
2387,tibol,fentanyl,False,False,False,,-1,False,True,False,False
2388,epanentet,fentanyl,False,False,False,,-1,False,True,False,False
2389,pentanil,fentanyl,False,False,True,,1,False,True,True,True
2390,pentyl-fentanyl,fentanyl,False,False,True,,3,False,True,True,True
2391,acetyl-fentanyl,fentanyl,False,False,True,,1,False,True,True,True
2392,butyryl-fentanyl,fentanyl,False,False,True,,2,False,True,True,True
2393,thiophene-2-carboxylic_acid-propylester,fentanyl,False,False,False,,-1,False,True,False,False
2394,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2395,inn_administered,fentanyl,False,False,True, pill,5,False,True,True,True
2396,lollipops,fentanyl,False,False,False,,-1,True,True,False,False
2397,lozenges,fentanyl,False,False,True,,8,?,True,True,True
2398,mcneil,fentanyl,False,False,False,,-1,False,True,False,False
2399,medicated,fentanyl,False,False,False,,-1,False,True,False,False
2400,orchestra,fentanyl,False,False,False,,-1,False,True,False,False
2401,oxycontin,fentanyl,oxycodone,False,False,,-1,False,True,False,False
2402,percocet,fentanyl,oxycodone,False,False,,-1,False,True,False,False
2403,utl,fentanyl,corcorus_capsularis_fiber,False,False,,-1,False,True,False,False
2404,vicodin,fentanyl,hydrocodone,False,False,,-1,False,True,False,False
2405,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2406,commigo,fentanyl,False,False,False,,-1,False,True,False,False
2407,denyl,fentanyl,False,False,False,,-1,False,True,False,False
2408,effentora,fentanyl,False,False,True,,1,True,True,True,True
2409,fentanest,fentanyl,False,False,True,,1,True,True,True,True
2410,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2411,fentanol,fentanyl,fentanyl,True,True,,1,True,True,True,True
2412,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2413,fentanyl_patch,fentanyl,fentanyl,True,True,,1,True,True,True,True
2414,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2415,fentyll,fentanyl,False,False,False,,-1,False,True,False,False
2416,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2417,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2418,fentynol,fentanyl,False,False,True,,1,True,True,True,True
2419,first_blue,fentanyl,False,False,False,,-1,False,True,False,False
2420,sensoril,fentanyl,False,False,False,,-1,False,True,False,False
2421,fentanyl_derivative,fentanyl,False,True,True,,1,False,True,True,True
2422,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
2423,abstral,fentanyl,fentanyl,True,True,,3,True,True,True,True
2424,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2425,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2426,ionsys,fentanyl,False,False,True,,1,True,True,True,True
2427,matrifen,fentanyl,False,False,True,,1,True,True,True,True
2428,haldol_decanoate,fentanyl,False,False,False,,-1,False,True,False,False
2429,invega_sustenna,fentanyl,False,False,False,,-1,False,True,False,False
2430,risperdal_consta,fentanyl,False,False,False,,-1,False,True,False,False
2431,zyprexa_relprevv,fentanyl,False,False,False,,-1,False,True,False,False
2432,abilify_maintena,fentanyl,False,False,False,,-1,False,True,False,False
2433,long_acting_injectable_antipsychotics,fentanyl,False,False,False,,-1,False,True,False,False
2434,wildnil,fentanyl,False,False,True,,2,True,True,True,True
2435,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2436,pain_management,fentanyl,False,False,True, pill,3,False,True,True,True
2437,fentyll,fentanyl,False,False,False,,-1,False,True,False,False
2438,fetanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2439,fentantal,fentanyl,False,False,False,,-1,True,True,False,False
2440,fentayl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2441,fentyll,fentanyl,False,False,False,,-1,False,True,False,False
2442,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2443,santanyl,fentanyl,False,False,False,,-1,False,True,False,False
2444,fentanolfentanyl,fentanyl,False,False,False,,-1,False,True,False,False
2445,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
2446,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2447,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2448,fenotan,fentanyl,False,False,False,,-1,False,True,False,False
2449,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2450,fentanwl,fentanyl,False,False,False,,-1,True,True,False,False
2451,fentayle,fentanyl,False,False,True,,1,True,True,True,True
2452,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
2453,fentan,fentanyl,albendazole,False,True,,1,True,True,True,True
2454,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2455,parche,fentanyl,False,False,False,,-1,?,True,False,False
2456,perlas,fentanyl,False,False,False,,-1,False,True,False,False
2457,acuspa,fentanyl,False,False,False,,-1,False,True,False,False
2458,adormidera,fentanyl,False,False,False,,-1,False,True,False,False
2459,bezoya,fentanyl,False,False,False,,-1,False,True,False,False
2460,burdock,fentanyl,False,False,False,,-1,False,True,False,False
2461,cajanuma,fentanyl,False,False,False,,-1,False,True,False,False
2462,cat's_claw,fentanyl,False,False,False,,-1,False,True,False,False
2463,co2,fentanyl,carbon_dioxide,False,False,,-1,False,True,False,False
2464,cortisal,fentanyl,hydrocortisone,False,False,,-1,False,True,False,False
2465,dmso,fentanyl,dimethyl_sulfoxide,False,False,,-1,False,True,False,False
2466,retabolil,fentanyl,nandrolone_decanoate,False,False,,-1,False,True,False,False
2467,skiapharma,fentanyl,False,False,False,,-1,False,True,False,False
2468,tianeptine,fentanyl,tianeptine,False,False,,-1,False,False,False,False
2469,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2470,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2471,fentaxyl,fentanyl,False,False,False,,-1,False,True,False,False
2472,fentyll,fentanyl,False,False,False,,-1,False,True,False,False
2473,fentrol,fentanyl,False,False,False,,-1,False,True,False,False
2474,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2475,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
2476,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2477,ab_rampradone,fentanyl,False,False,False,,-1,False,True,False,False
2478,buprenorphine,fentanyl,buprenorphine,False,True,,1,False,False,True,False
2479,fentanyl_patch,fentanyl,fentanyl,True,True,,1,True,True,True,True
2480,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2481,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2482,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2483,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2484,raider,fentanyl,False,False,False,,-1,False,True,False,False
2485,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2486,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2487,lofentanyl,fentanyl,lofentanil,False,True,,1,False,True,True,True
2488,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2489,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2490,fentanex,fentanyl,False,False,False,,-1,True,True,False,False
2491,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2492,omnopon,fentanyl,False,False,False,,-1,False,True,False,False
2493,progress,fentanyl,False,False,False,,-1,False,True,False,False
2494,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2495,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
2496,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2497,fentenol,fentanyl,False,False,True,,1,True,True,True,True
2498,fenantyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2499,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2500,fencyl,fentanyl,False,False,False,,-1,False,True,False,False
2501,fenetyl,fentanyl,False,False,True,,1,True,True,True,True
2502,fenotyl,fentanyl,False,False,False,,-1,False,True,False,False
2503,fentonil,fentanyl,False,False,True,,1,True,True,True,True
2504,phenylpropanolamine,fentanyl,phenylpropanolamine,False,False,,-1,False,False,False,False
2505,propofol,fentanyl,propofol,False,False,,-1,False,False,False,False
2506,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2507,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2508,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2509,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2510,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
2511,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2512,lollipop,fentanyl,False,False,False,,-1,True,True,False,False
2513,lozenge,fentanyl,False,False,False,,-1,True,True,False,False
2514,patch,fentanyl,False,False,False,,-1,?,True,False,False
2515,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2516,wildnil,fentanyl,False,False,True,,2,True,True,True,True
2517,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2518,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
2519,ventral,fentanyl,False,False,False,,-1,False,True,False,False
2520,caudal,fentanyl,False,False,False,,-1,False,True,False,False
2521,dorsal,fentanyl,False,False,False,,-1,False,True,False,False
2522,nyersyn,fentanyl,False,False,False,,-1,False,True,False,False
2523,feberyl,fentanyl,False,False,False,,-1,False,True,False,False
2524,fonyl,fentanyl,False,False,False,,-1,False,True,False,False
2525,fumefentanyl,fentanyl,False,False,False,,-1,False,True,False,False
2526,furanyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
2527,horizant,fentanyl,gabapentin_enacarbil,False,False,,-1,False,True,False,False
2528,isoflurane,fentanyl,isoflurane,False,False,,-1,False,False,False,False
2529,ketofentanyl,fentanyl,False,False,False,,-1,False,True,False,False
2530,methoxyflurane,fentanyl,methoxyflurane,False,False,,-1,False,False,False,False
2531,midazolam,fentanyl,midazolam,False,False,,-1,False,False,False,False
2532,nalbuphine,fentanyl,nalbuphine,False,False,,-1,False,False,False,False
2533,pentobarbital,fentanyl,pentobarbital,False,False,,-1,False,False,False,False
2534,sevoflurane,fentanyl,sevoflurane,False,True,,5,False,False,True,False
2535,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2536,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
2537,tapentadol,fentanyl,tapentadol,False,True,,8,False,False,True,False
2538,tianeptine,fentanyl,tianeptine,False,False,,-1,False,False,False,False
2539,tilidine,fentanyl,False,False,False,,-1,False,True,False,False
2540,tramadol,fentanyl,tramadol,False,True,,10,False,False,True,False
