,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label
3035,Restyl,alprazolam,alprazolam,True,True,,9,True
3036,Serax,alprazolam,oxazepam,False,False,,-1,False
3037,Tafil,alprazolam,alprazolam,True,True,,1,True
3038,Trankimazin,alprazolam,False,False,True,,5,True
3039,Tranqipam,alprazolam,False,False,True,,22,False
3040,Xanax,alprazolam,alprazolam,True,True,,1,True
3041,Zapex,alprazolam,False,False,False,,-1,False
3042,afebril,alprazolam,False,False,False,,-1,False
3043,agitazolam,alprazolam,False,False,False,,-1,False
3044,alazepam,alprazolam,False,False,True,,3,False
3045,alprazolamum,alprazolam,False,False,True,,4,True
3046,anzilopam,alprazolam,False,False,False,,-1,False
3047,apo-alpraz,alprazolam,False,False,True,,1,True
3048,caudum,alprazolam,False,False,False,,-1,False
3049,ativan,alprazolam,lorazepam,False,False,,-1,False
3050,lorazepam,alprazolam,lorazepam,False,False,,-1,False
3051,temazepam,alprazolam,temazepam,False,True, pill,16,False
3052,xanax,alprazolam,alprazolam,True,True,,1,True
3053,azopan,alprazolam,False,False,False,,-1,False
3054,paxil,alprazolam,paroxetine,False,False,,-1,False
3055,buspirone,alprazolam,buspirone,False,False,,-1,False
3056,alp,alprazolam,False,False,True, pill,1,True
3057,alpraz,alprazolam,False,False,True,,1,True
3058,alprazol,alprazolam,False,False,True,,1,True
3059,alprazolam,alprazolam,alprazolam,True,True,,1,True
3060,alrazolam,alprazolam,alprazolam,True,True,,6,True
3061,alprasolam,alprazolam,False,False,True,,5,True
3062,alprazome,alprazolam,False,False,True,,1,False
3063,alprolazam,alprazolam,False,False,True,,1,True
3064,alprazlos,alprazolam,False,False,True,,1,False
3065,alprzalam_,alprazolam,False,False,True,,1,True
3066,aplrazolam,alprazolam,alprazolam,True,True,,1,True
